Education,Marital,Sex,Age,Race,Veteran,Pro_Cert,Groom_Dis,Hear_Dis,Vis_Dis,Err_Dis,Climb_Dis,Concen_Dis,Citizenship,HrsWeek,Industry,WorkClass,Salary
40,7,2,10,1,2,2,2,2,2,2,2,2,1,40,13,3,3
43,1,1,8,4,2,1,2,2,2,2,2,2,4,40,10,5,1
40,3,1,14,1,2,2,2,2,2,2,2,2,4,45,5,4,3
40,1,2,11,1,2,2,2,2,2,2,2,2,1,35,13,2,2
40,1,1,13,1,2,2,2,2,2,2,2,2,4,35,5,4,1
39,7,1,8,1,2,2,2,2,2,2,2,2,4,35,9,4,3
42,1,1,13,4,2,2,2,2,2,2,2,2,3,35,9,4,3
41,1,2,11,4,2,2,2,2,2,2,2,2,3,35,6,4,3
43,7,2,6,8,2,1,2,2,2,2,2,2,1,40,10,4,1
40,7,2,4,8,2,2,2,2,2,2,2,2,1,7,11,4,5
43,7,2,8,3,2,2,2,2,2,2,2,2,4,40,10,5,3
39,1,2,11,5,2,1,2,2,2,2,2,2,4,16,10,4,4
39,1,1,10,5,2,2,2,2,2,2,2,2,4,32,10,4,4
39,7,1,10,5,2,2,2,2,2,2,2,2,4,32,10,4,4
39,7,2,5,2,2,2,2,2,2,2,2,2,1,35,10,5,5
44,7,1,7,1,2,1,2,2,2,2,2,2,1,40,10,2,2
39,7,1,11,1,2,2,2,2,2,2,2,2,5,6,12,5,5
43,7,1,6,5,2,2,2,2,2,2,2,2,1,40,10,5,1
43,7,1,7,5,2,2,2,2,2,2,2,2,1,40,10,5,2
44,6,1,11,3,2,1,2,2,2,2,2,2,1,40,10,2,1
41,7,1,9,3,2,1,2,2,2,2,2,2,1,40,10,4,2
43,5,2,9,3,2,1,2,2,2,2,2,2,1,40,9,4,4
43,7,2,6,2,2,2,2,2,2,2,2,2,1,30,11,7,1
44,1,2,10,1,2,1,2,2,2,2,2,2,1,50,8,4,1
43,1,1,11,1,2,1,2,2,2,2,2,2,1,20,3,6,1
40,1,2,11,2,2,1,2,2,2,2,2,2,1,12,10,6,2
44,1,1,9,4,2,2,2,2,2,2,2,2,1,40,8,4,1
43,1,2,8,1,2,2,2,2,2,2,2,2,4,40,8,4,2
43,1,1,8,1,2,2,2,2,2,2,2,2,4,35,8,6,1
40,1,1,11,1,2,2,2,2,2,2,2,2,1,50,7,4,2
39,5,2,10,1,2,2,2,2,2,2,2,2,4,40,13,3,3
40,1,1,13,1,2,2,2,2,2,2,2,2,1,40,12,4,1
34,1,2,13,1,2,2,2,2,2,2,2,2,4,40,11,4,5
46,7,2,7,1,2,2,2,2,2,2,2,2,1,35,12,4,5
44,7,1,7,1,2,1,2,2,2,2,2,2,1,40,10,4,2
41,1,2,10,1,2,2,2,2,2,2,2,2,1,45,10,4,3
39,1,1,11,1,2,2,2,2,2,2,2,2,1,47,6,4,2
43,7,1,6,1,2,2,2,2,2,2,2,2,1,22,11,4,3
43,7,1,6,1,2,2,2,2,2,2,2,2,1,35,11,4,4
41,3,2,14,1,2,2,2,2,2,2,2,2,4,23,10,4,4
41,3,2,14,1,2,2,2,2,2,2,2,2,4,50,7,4,2
44,1,2,10,1,2,2,2,2,2,2,2,2,1,20,10,4,2
43,1,2,8,1,2,2,2,2,2,2,2,2,1,50,7,4,1
44,1,1,12,1,2,2,2,2,2,2,2,2,5,30,11,4,4
43,1,2,12,1,2,2,2,2,2,2,2,2,5,30,9,4,3
39,7,1,4,1,2,2,2,2,2,2,2,2,1,35,3,4,3
39,7,1,4,1,2,2,2,2,2,2,2,2,1,35,3,4,5
32,1,1,11,1,2,2,2,2,2,2,2,2,5,40,9,4,4
39,7,1,5,1,2,2,2,2,2,2,2,2,1,40,3,4,4
44,7,1,14,1,2,2,2,2,2,2,2,2,5,40,9,4,4
40,1,2,8,1,2,1,2,2,2,2,2,2,4,40,10,4,4
39,1,1,8,1,2,2,2,2,2,2,2,2,5,40,4,4,2
43,7,2,11,2,2,2,2,2,2,2,2,2,1,40,10,5,2
43,1,1,7,2,2,2,2,2,2,2,2,2,1,40,6,4,2
33,7,1,8,1,2,2,2,2,2,2,2,2,5,40,3,4,5
33,7,1,6,1,2,2,2,2,2,2,2,2,5,40,3,4,5
39,7,1,6,1,2,2,2,2,2,2,2,2,1,40,4,4,4
40,5,1,12,4,2,2,2,2,2,2,2,2,4,40,9,4,4
39,1,1,11,1,2,2,2,2,2,2,2,2,4,50,6,4,2
44,7,2,6,4,2,2,2,2,2,2,2,2,1,45,5,4,1
43,7,1,6,1,2,2,2,2,2,2,2,2,1,40,7,4,1
34,1,2,9,1,2,2,2,2,2,2,2,2,5,24,11,4,5
40,1,1,6,1,2,2,2,2,2,2,2,2,5,20,11,4,5
40,7,1,6,1,2,2,2,2,2,2,2,2,5,45,11,4,1
42,7,1,9,4,2,2,2,2,2,2,2,2,5,40,9,4,1
40,1,1,10,4,2,2,2,2,2,2,2,2,4,40,5,4,3
40,1,2,8,4,2,2,2,2,2,2,2,2,4,14,13,2,5
42,5,1,11,2,2,2,2,2,2,2,2,2,4,60,8,4,1
39,7,1,8,2,2,2,2,2,2,2,2,2,5,16,3,4,5
39,4,2,16,2,2,2,2,2,2,2,2,2,4,15,10,3,4
46,5,2,11,1,2,2,2,2,2,2,2,2,1,40,10,4,1
43,1,1,11,1,2,2,2,2,2,2,2,2,4,40,9,4,1
40,1,1,9,1,2,2,2,2,2,2,2,2,5,36,3,4,1
39,7,1,6,1,2,2,2,2,2,2,2,2,1,40,3,4,2
39,6,1,8,3,2,2,2,1,2,2,2,2,1,63,5,4,1
40,7,2,6,1,2,2,2,2,2,2,2,2,1,40,9,4,3
43,1,1,11,1,2,2,2,2,2,2,2,2,1,40,4,4,1
43,1,2,12,1,2,2,2,2,2,2,2,2,1,40,4,4,1
43,4,1,15,1,2,2,2,2,2,2,2,2,1,40,6,4,1
40,7,1,7,1,2,2,2,2,2,2,2,2,1,56,6,4,2
43,1,1,11,4,2,2,2,2,2,2,2,2,1,40,6,4,1
43,1,2,11,4,2,2,2,2,2,2,2,2,1,40,4,4,1
38,1,1,9,1,2,2,2,2,2,2,2,2,1,50,9,6,1
43,1,1,12,4,2,2,2,2,2,2,2,2,1,40,6,4,3
43,1,2,10,4,2,2,2,2,2,2,2,2,1,40,5,4,2
43,1,1,12,1,2,1,2,2,2,2,2,2,4,50,4,4,1
43,1,2,11,1,2,2,2,2,2,2,2,2,4,35,10,3,4
43,5,2,11,5,2,2,2,2,2,2,2,2,1,40,8,4,1
39,1,1,10,1,2,2,2,2,2,2,2,2,5,40,11,4,3
39,7,2,5,1,2,2,2,2,2,2,2,2,1,40,5,4,4
39,7,1,5,1,2,2,2,2,2,2,2,2,1,40,9,4,5
46,1,1,11,1,2,2,2,2,2,2,2,2,4,65,7,6,1
43,4,2,12,1,2,2,2,2,2,2,2,2,1,1,11,7,4
43,7,2,16,1,2,2,2,2,2,2,2,2,1,1,11,6,5
43,1,2,12,1,2,2,2,2,2,2,2,2,4,55,9,4,1
40,1,1,13,2,2,2,2,2,2,2,2,2,1,45,9,4,1
43,1,2,12,1,2,1,2,2,2,2,2,2,1,30,9,6,3
44,1,1,11,8,2,1,2,2,2,2,2,2,3,50,8,6,1
39,7,2,6,1,2,2,2,2,2,2,2,2,1,40,9,4,5
43,1,2,10,4,2,2,2,2,2,2,2,2,1,40,8,4,3
44,1,1,10,1,2,1,2,2,2,2,2,2,1,40,10,4,1
43,1,1,8,1,2,2,2,2,2,2,2,2,5,40,8,4,1
43,1,2,8,1,2,2,2,2,2,2,2,2,5,40,5,4,1
40,1,1,8,1,2,2,2,2,2,2,2,2,1,60,4,4,1
43,1,2,8,1,2,1,2,2,2,2,2,2,1,36,10,4,1
39,5,1,9,1,2,2,2,1,2,2,2,2,5,40,9,4,3
40,7,1,3,8,2,2,2,2,2,2,2,2,1,22,11,3,5
37,7,1,2,8,2,2,2,2,2,2,2,2,1,22,11,3,5
43,7,2,6,1,2,2,2,2,2,2,2,2,1,40,12,5,1
43,1,2,15,4,2,2,2,2,2,2,2,2,1,40,3,4,2
42,1,1,10,4,2,2,2,2,2,2,2,2,4,40,9,4,4
43,1,2,10,1,2,2,2,2,2,2,2,2,1,40,10,4,3
46,1,2,11,4,2,1,2,2,2,2,2,2,1,20,10,4,3
40,7,1,4,4,2,2,2,2,2,2,2,2,1,16,5,4,5
43,1,1,9,4,2,2,2,2,2,2,2,2,5,60,9,4,1
39,5,1,14,1,2,2,2,2,2,2,2,2,1,40,9,7,4
37,7,1,8,1,2,2,2,2,2,2,2,2,1,40,5,4,4
35,1,2,11,1,2,2,2,2,2,2,2,2,5,80,4,4,2
39,5,1,6,1,2,2,2,2,2,2,2,2,1,71,6,4,4
33,7,2,12,1,2,2,2,2,2,2,2,2,5,40,11,4,4
40,1,2,11,1,2,2,2,2,2,2,2,2,1,20,9,4,5
40,1,1,11,1,2,2,2,2,2,2,2,2,1,40,4,4,2
40,5,1,17,1,2,2,2,1,2,2,2,2,1,32,4,4,3
40,1,1,10,1,2,2,2,2,2,2,2,2,4,40,4,4,3
33,7,2,9,1,2,2,2,2,2,2,2,2,1,40,3,6,4
35,1,1,11,1,2,2,2,2,2,2,2,2,5,60,3,4,2
40,1,1,7,6,2,2,2,2,2,2,2,2,1,40,6,4,2
39,1,2,7,6,2,2,2,2,2,2,2,2,1,20,13,2,4
44,7,1,6,4,2,2,2,2,2,2,2,2,5,20,10,3,4
39,1,1,10,1,2,2,2,2,2,2,2,2,1,40,9,4,3
44,1,2,15,1,2,1,2,2,2,2,2,2,1,40,8,4,5
40,7,1,11,1,2,2,2,2,2,2,2,2,1,36,4,4,2
42,1,1,12,4,1,2,2,2,2,2,2,2,4,40,6,4,1
43,1,2,12,4,2,2,2,2,2,2,2,2,4,40,10,2,1
43,7,2,6,4,2,2,2,2,2,2,2,2,1,40,4,4,2
43,5,2,12,1,2,2,2,2,2,2,2,2,1,58,8,4,1
43,7,2,13,1,2,2,2,2,2,2,2,2,1,26,9,4,5
41,7,2,13,1,2,1,2,1,2,2,2,2,1,60,10,4,1
43,7,1,5,4,2,2,2,2,2,2,2,2,1,60,8,4,2
43,7,1,5,4,2,2,2,2,2,2,2,2,3,70,8,4,1
43,7,2,4,4,2,2,2,2,2,2,2,2,1,60,8,4,2
43,1,1,15,1,2,2,2,2,2,2,2,2,4,36,11,4,2
43,1,2,14,1,2,2,2,2,2,2,2,2,4,36,11,4,3
43,1,1,12,4,2,2,2,2,2,2,2,2,1,40,10,4,1
43,1,2,11,4,2,2,2,2,2,2,2,2,1,40,5,4,5
43,1,2,10,4,2,2,2,2,2,2,2,2,4,25,10,4,1
43,1,1,10,4,2,2,2,2,2,2,2,2,4,40,5,4,1
42,1,2,13,1,2,2,2,2,2,2,2,2,1,40,4,6,5
40,7,2,6,1,2,2,2,2,2,2,2,2,1,48,3,4,5
39,7,1,7,1,2,1,2,2,2,2,2,2,1,40,8,4,5
43,5,2,13,1,2,2,2,2,2,2,2,2,1,40,8,4,3
41,7,2,9,1,2,2,2,2,2,2,2,2,1,40,10,4,1
43,1,1,7,1,2,2,2,2,2,2,2,2,1,40,4,4,1
43,1,2,7,4,2,2,2,2,2,2,2,2,1,40,9,4,2
44,5,2,10,1,2,2,2,2,2,2,2,2,1,40,10,3,1
37,7,2,2,1,2,2,2,2,2,2,2,2,1,15,11,4,5
43,1,1,9,4,2,2,2,2,2,2,2,2,1,40,9,4,1
35,7,2,11,1,2,2,2,2,2,2,2,2,5,47,11,4,3
39,7,2,4,1,2,2,2,2,2,2,2,2,1,37,5,4,4
44,1,1,11,1,2,1,2,2,2,2,2,2,1,40,10,3,1
43,7,1,9,1,2,2,2,2,2,2,2,2,1,40,3,4,1
41,7,2,8,1,2,2,2,2,2,2,2,2,1,40,11,4,3
43,7,1,11,1,2,2,2,2,2,2,2,2,1,40,9,4,2
43,1,2,8,1,2,1,2,2,2,2,2,2,1,40,8,6,5
43,7,1,6,1,2,1,2,2,2,2,2,2,1,40,9,4,2
43,1,2,6,1,2,2,2,2,2,2,2,2,1,40,9,4,4
43,1,1,11,1,2,2,2,2,2,2,2,2,1,40,9,4,1
43,1,2,10,1,2,2,2,2,2,2,2,2,1,40,5,4,1
43,7,1,7,1,2,2,2,2,2,2,2,2,4,40,7,4,4
43,1,1,8,1,2,2,2,2,2,2,2,2,5,40,7,4,1
39,1,2,7,1,2,2,2,2,2,2,2,2,1,40,5,4,5
43,1,1,7,1,2,2,2,2,2,2,2,2,4,40,7,4,1
43,1,2,6,1,2,2,2,2,2,2,2,2,1,40,9,4,2
40,5,2,8,1,2,2,2,2,2,2,2,2,4,40,9,4,3
43,7,2,6,1,2,2,2,2,2,2,2,2,4,40,9,4,4
44,7,1,8,4,2,2,2,2,2,2,2,2,1,40,9,2,3
43,7,1,10,4,2,2,2,2,2,2,2,2,1,40,9,4,1
43,5,2,11,1,2,2,2,2,2,2,2,2,1,40,10,4,2
40,7,1,4,4,2,2,2,2,2,2,2,2,1,20,10,5,5
44,7,2,7,1,2,2,2,2,2,2,2,2,1,40,13,1,1
44,1,1,7,1,2,2,2,2,2,2,2,2,5,40,4,4,1
44,1,2,6,1,2,2,2,2,2,2,2,2,5,40,9,4,2
41,1,1,9,1,2,1,2,2,2,2,2,2,1,40,5,4,1
39,7,1,7,1,2,2,2,2,2,2,2,2,1,40,8,4,4
39,7,1,8,1,2,2,2,2,2,2,2,2,1,40,8,4,2
35,1,2,15,4,2,2,2,2,2,2,2,1,5,15,11,4,5
46,5,2,8,1,2,1,2,2,2,2,2,2,1,40,10,4,1
44,1,2,14,1,2,1,2,2,2,2,1,2,1,32,10,4,1
43,1,1,9,1,2,1,2,2,2,2,2,2,1,60,5,4,1
45,1,1,11,1,2,1,2,2,2,2,2,2,1,40,10,5,1
44,5,2,12,1,2,1,2,2,2,2,2,2,1,78,10,2,1
43,1,2,10,1,2,1,2,2,2,2,2,2,1,40,10,4,1
43,1,1,11,1,2,1,2,2,2,2,2,2,1,40,10,4,1
39,7,1,3,1,2,2,2,2,2,2,2,2,1,35,4,4,5
39,1,1,8,1,2,2,2,2,2,2,2,2,1,30,10,6,1
43,1,1,12,1,1,2,2,2,2,2,2,2,1,30,3,4,3
35,7,1,9,1,2,2,2,2,2,2,2,2,5,41,11,4,4
43,7,2,10,1,2,2,2,2,2,2,2,2,1,40,9,4,2
40,7,1,11,3,2,1,2,2,2,2,2,2,1,99,12,4,1
43,6,1,9,1,2,1,2,2,2,2,2,2,5,25,6,6,5
39,7,1,15,1,2,2,2,2,2,2,2,2,4,24,11,4,5
40,1,1,9,4,2,1,2,2,2,2,2,2,3,20,8,4,5
43,1,1,12,1,2,1,2,2,2,2,2,2,1,40,6,4,2
43,7,2,5,1,2,2,2,2,2,2,2,2,1,40,4,4,2
40,7,1,5,1,2,2,2,2,2,2,2,2,1,15,5,4,5
44,1,1,7,1,2,2,2,2,2,2,2,2,1,40,10,4,2
43,1,2,6,1,2,2,2,2,2,2,2,2,1,40,10,6,2
39,7,2,11,4,2,2,2,2,2,2,2,2,5,25,11,4,4
46,1,1,15,1,2,2,2,2,2,2,2,2,1,40,4,4,1
46,7,1,6,1,2,2,2,2,2,2,2,2,1,30,10,4,4
44,4,2,12,4,2,2,2,2,2,2,2,2,4,40,4,4,1
40,5,2,11,1,2,2,2,2,2,2,2,2,1,40,8,4,3
39,1,1,8,1,2,2,2,2,2,2,2,2,1,40,6,4,5
32,7,2,15,1,2,1,2,2,2,2,2,2,4,35,13,2,4
43,1,1,8,1,2,1,2,2,2,2,2,2,1,10,5,4,1
40,5,2,9,1,2,1,2,2,2,2,2,2,3,45,8,4,1
40,7,2,3,1,2,2,2,2,2,2,2,2,1,10,12,4,5
39,1,1,10,4,2,2,2,2,2,2,2,2,3,30,3,4,5
39,1,2,10,4,2,2,2,2,2,2,2,2,3,30,13,3,4
39,7,1,10,4,2,2,2,2,2,2,2,2,3,30,3,4,2
42,1,1,13,1,2,2,2,2,2,2,2,2,1,12,4,4,1
43,7,2,10,4,2,2,2,2,2,2,2,2,1,40,4,4,1
42,7,1,10,1,2,2,2,2,2,2,2,2,1,48,4,4,2
40,7,2,4,1,2,2,2,2,2,2,2,2,1,24,5,4,5
43,1,1,8,4,1,1,2,2,2,2,2,2,1,40,10,4,1
43,1,1,14,1,2,2,2,2,2,2,2,2,2,50,4,4,1
41,7,1,7,1,2,2,2,2,2,2,2,2,2,43,10,4,4
43,1,1,11,1,2,2,2,2,2,2,2,2,1,40,8,4,1
39,7,2,3,1,2,2,2,2,2,2,2,2,1,25,5,4,5
39,7,2,11,1,2,2,2,2,2,2,2,2,1,40,8,4,3
43,1,1,11,1,2,2,2,2,2,2,2,2,5,40,10,4,3
39,1,2,11,1,2,2,2,2,2,2,2,2,5,40,9,4,5
39,1,1,7,1,2,2,2,2,2,2,2,2,1,40,3,4,4
36,1,2,7,1,2,2,2,2,2,2,2,2,1,40,13,2,3
39,5,1,7,1,2,1,2,2,2,2,2,2,1,55,10,4,2
40,7,2,7,1,2,1,2,2,2,2,2,2,1,35,10,4,4
32,1,1,9,1,2,2,2,2,2,2,2,2,5,40,11,4,4
34,1,2,8,1,2,2,2,2,2,2,2,2,5,40,4,4,4
39,7,1,7,1,2,1,2,2,2,2,2,2,1,40,11,4,5
39,7,1,9,1,2,1,2,2,2,2,2,2,1,15,11,4,4
39,7,1,6,1,2,2,2,2,2,2,2,2,1,20,5,4,5
39,7,2,6,1,2,2,2,2,2,2,2,2,1,35,5,4,4
32,1,1,15,1,2,2,2,2,2,2,2,2,5,40,4,4,3
43,7,1,11,1,2,2,2,2,2,2,2,2,1,12,11,4,2
39,1,1,8,1,2,2,2,2,2,2,2,2,1,40,4,4,3
40,1,2,9,1,2,1,2,2,2,2,2,2,1,40,8,4,1
44,7,2,11,1,2,1,2,2,2,2,2,2,1,30,10,3,2
43,1,1,8,1,2,2,2,2,2,2,2,2,1,60,9,4,1
43,1,2,11,4,2,2,2,2,2,2,2,2,4,50,9,4,1
43,1,1,12,4,2,2,2,2,2,2,2,2,4,45,4,4,1
40,5,1,7,1,2,2,2,2,2,2,2,2,1,24,4,4,3
40,7,1,6,1,2,2,2,2,2,2,2,2,1,50,9,4,1
43,7,1,6,1,2,2,2,2,2,2,2,2,1,40,4,4,1
43,1,1,13,1,2,2,2,2,2,2,2,2,4,32,9,4,4
36,1,1,11,2,2,2,2,2,2,2,2,2,4,57,4,6,1
40,7,2,5,2,2,2,2,2,2,2,2,2,1,10,8,4,5
40,7,2,4,2,2,2,2,2,2,2,2,2,1,10,11,4,4
39,7,2,3,2,2,2,2,2,2,2,2,2,1,10,5,4,4
43,1,1,11,1,1,1,2,2,2,2,2,2,1,40,10,3,1
43,1,2,10,1,2,1,2,2,2,2,2,2,1,55,4,4,1
40,1,1,5,1,2,2,2,2,2,2,2,2,1,30,5,4,5
39,1,1,11,1,2,2,2,2,2,2,2,2,5,40,5,4,4
39,7,1,4,1,2,2,2,2,2,2,2,2,1,40,12,4,4
39,1,1,11,1,2,2,2,2,2,2,2,2,5,40,12,4,2
43,1,1,16,1,1,2,2,2,2,2,2,2,1,40,9,4,1
39,1,1,6,4,2,2,2,2,2,2,2,2,4,40,10,4,3
44,5,2,11,1,2,2,2,2,2,2,2,2,1,40,12,5,1
40,7,2,12,1,2,1,2,2,2,2,2,2,4,40,12,4,3
41,7,2,11,4,2,1,2,2,2,2,2,2,3,40,10,4,3
41,7,2,10,1,2,1,2,2,2,2,2,2,4,40,10,4,3
44,1,1,9,1,2,2,2,2,2,2,2,2,4,40,9,4,1
40,7,2,6,1,2,2,2,2,2,2,2,2,1,18,11,4,5
40,7,2,6,1,2,2,2,2,2,2,2,2,1,44,11,4,5
39,7,1,6,1,2,2,2,2,2,2,2,2,1,40,8,4,2
41,7,1,7,1,2,1,2,2,2,2,2,2,1,40,3,4,3
39,7,2,7,1,2,2,2,2,2,2,1,2,1,40,9,4,3
44,5,2,11,4,2,2,2,2,2,2,2,2,4,45,4,4,1
43,7,2,6,4,2,2,2,2,2,2,2,2,1,20,10,4,5
39,1,2,12,1,2,2,2,2,1,2,2,2,4,48,4,4,4
33,1,1,12,1,2,2,2,2,2,2,2,2,5,48,12,4,4
39,7,1,7,1,2,2,2,2,2,2,2,2,1,40,4,4,1
33,1,1,12,1,2,2,2,2,2,2,2,2,4,48,5,4,3
40,7,1,3,1,2,2,2,2,2,2,2,2,1,24,5,4,5
34,7,1,12,1,2,2,2,2,2,2,2,2,5,40,6,4,4
35,7,1,8,1,2,2,2,2,1,2,2,2,5,40,9,7,5
39,1,1,12,1,2,2,2,2,2,2,2,2,1,40,4,4,2
39,1,2,11,1,2,1,2,2,2,2,2,2,1,40,10,4,3
44,7,2,8,1,2,2,2,2,2,2,2,2,1,40,4,4,2
43,7,1,10,2,2,2,2,2,2,2,2,2,4,40,12,4,2
40,5,2,13,1,2,2,2,2,2,2,2,2,4,40,4,4,3
40,7,1,7,1,2,2,2,2,2,2,2,2,1,40,9,4,3
43,7,1,8,1,2,2,2,2,2,2,2,2,1,45,11,4,1
40,1,2,10,1,2,2,2,2,2,2,2,2,1,40,5,6,1
40,1,1,12,1,1,2,2,2,2,2,2,2,1,40,5,6,1
42,1,1,11,1,2,1,2,2,2,2,2,2,1,40,3,6,2
43,1,2,11,1,2,1,2,2,2,2,2,2,1,40,3,6,1
40,7,2,5,1,2,2,2,2,2,2,2,2,1,10,11,4,5
40,7,2,7,1,2,2,2,2,2,2,2,2,1,40,3,4,1
44,5,2,8,1,2,2,2,2,2,2,2,2,1,40,10,4,1
39,7,1,6,1,2,2,2,2,2,2,2,2,1,63,11,4,5
40,7,2,12,1,2,2,2,2,2,2,2,2,5,60,9,4,4
41,5,1,11,1,2,2,2,2,2,2,2,2,1,40,5,4,3
39,7,2,4,1,2,2,2,2,2,2,2,2,1,30,5,4,5
39,7,2,5,1,2,2,2,2,2,2,2,2,1,40,11,4,5
39,7,1,4,1,2,2,2,2,2,2,2,2,1,30,5,4,4
39,7,1,4,1,2,2,2,2,2,2,2,2,1,40,10,4,5
39,1,2,12,1,2,2,2,2,2,2,2,2,1,40,9,4,5
39,1,1,12,1,2,2,2,2,2,2,2,2,1,40,8,4,5
43,7,2,5,1,2,2,2,2,2,2,2,2,1,40,9,4,2
43,7,2,5,2,2,2,2,2,2,2,2,2,1,40,8,4,2
40,1,1,12,4,2,2,2,2,2,2,2,2,1,40,6,1,1
43,7,2,6,4,2,2,2,2,2,2,2,2,1,40,3,4,2
39,7,1,10,1,2,2,2,2,2,2,2,2,5,40,10,4,4
39,1,1,15,1,2,2,2,2,2,2,2,2,5,40,10,4,2
39,1,1,8,1,2,2,2,2,2,2,2,2,1,40,4,4,1
39,1,2,10,1,2,2,2,2,2,2,2,2,1,40,5,4,4
39,7,1,8,4,2,2,2,2,2,2,2,2,4,40,5,4,3
44,5,2,10,1,2,1,2,2,2,2,2,2,1,40,10,4,4
33,1,2,9,1,2,2,2,2,2,2,2,2,3,40,12,4,3
35,1,1,11,1,2,2,2,2,2,2,2,2,5,25,3,4,5
43,7,1,5,1,2,2,2,2,2,2,2,2,1,32,3,4,5
44,1,1,13,1,1,2,2,2,2,2,2,2,1,40,4,4,1
46,5,1,14,1,2,2,2,2,2,2,2,2,1,40,4,4,1
43,1,1,9,1,2,2,2,2,2,2,2,2,1,55,9,4,1
44,1,2,13,1,2,1,2,2,2,2,2,2,4,46,10,2,2
40,7,1,6,1,2,2,2,2,2,2,2,2,1,27,11,6,5
33,1,1,12,1,2,2,2,2,2,2,2,2,5,40,9,4,5
33,3,1,14,1,2,2,2,2,2,2,2,2,5,40,9,4,3
39,1,1,3,1,2,2,2,2,2,2,2,2,4,70,9,4,4
46,1,1,12,4,2,2,2,2,2,2,2,2,4,32,4,4,1
43,1,2,12,4,2,2,2,2,2,2,2,2,4,40,5,4,2
42,1,2,7,1,2,2,2,2,2,2,2,2,1,20,12,5,3
40,1,1,7,1,2,2,2,2,2,2,2,2,1,40,7,4,1
43,1,1,13,1,2,2,2,2,2,2,2,2,1,55,9,4,1
43,1,2,13,1,2,2,2,2,2,2,2,2,1,32,6,4,5
43,1,1,7,4,2,1,2,2,2,2,2,2,1,40,10,4,2
40,1,1,12,1,2,2,2,2,2,2,2,2,1,40,5,4,1
43,7,1,7,1,2,2,2,2,2,2,2,2,1,50,4,4,1
44,7,2,7,4,2,2,2,2,2,2,2,2,1,40,10,4,2
39,7,2,7,1,2,2,2,2,2,2,2,2,5,20,10,3,5
45,1,2,7,1,2,1,2,2,2,2,2,2,1,50,9,4,1
39,1,1,7,8,2,2,2,2,2,2,2,2,1,42,5,4,3
39,4,2,12,1,2,2,2,2,2,2,2,2,1,40,10,4,4
39,7,1,8,1,1,2,2,2,2,2,2,2,1,40,8,4,1
39,7,1,8,4,2,2,2,2,2,2,2,2,1,40,11,4,3
39,1,2,12,4,2,2,2,2,2,2,2,2,1,40,11,4,3
39,1,1,12,4,2,2,2,2,2,2,2,2,1,40,11,4,4
39,1,2,7,1,2,2,2,2,2,2,2,2,1,40,8,4,3
39,1,1,10,1,2,2,2,2,2,2,2,2,1,50,4,4,1
43,1,1,9,4,2,2,2,2,2,2,2,2,4,40,4,4,1
39,5,2,11,1,2,2,2,2,2,2,2,2,1,40,9,4,2
39,7,1,7,1,2,2,2,2,2,2,2,2,1,40,3,4,3
44,1,1,9,4,2,2,2,2,2,2,2,2,4,45,12,6,1
43,1,2,9,1,2,2,2,2,2,2,2,2,5,40,12,5,2
39,1,1,8,1,2,1,2,2,2,2,2,2,1,40,8,4,3
42,1,1,8,1,2,1,2,2,2,2,2,2,1,40,3,4,1
41,1,1,11,1,2,1,2,2,2,2,2,2,1,40,6,4,1
39,1,2,10,1,2,2,2,2,2,2,2,2,1,25,6,4,4
43,1,2,13,2,2,1,2,2,2,2,2,2,1,55,10,5,1
40,1,1,14,1,2,1,2,2,2,2,2,2,1,60,11,4,1
40,1,1,12,1,2,2,2,2,2,2,2,2,1,40,4,4,2
43,1,2,10,1,2,1,2,2,2,2,2,2,4,36,10,4,1
37,7,1,2,1,2,2,2,2,2,2,2,2,1,20,11,4,5
40,6,1,13,1,2,2,2,2,2,2,2,2,1,55,13,2,2
44,5,2,8,1,2,2,2,2,2,2,2,2,1,40,12,5,1
43,1,2,7,1,2,2,2,2,2,2,2,2,1,40,7,4,2
44,1,2,7,1,2,2,2,2,2,2,2,2,1,40,9,4,1
43,1,1,9,1,2,2,2,2,2,2,2,2,1,32,9,4,1
43,1,2,10,4,2,2,2,2,2,2,2,2,5,28,5,4,3
40,6,2,7,1,2,2,2,2,2,2,2,2,1,40,8,4,3
40,7,1,3,1,2,1,2,2,1,2,2,2,4,20,10,4,1
40,7,2,3,1,2,2,2,2,2,2,2,2,4,8,11,4,5
33,4,2,17,1,2,2,2,2,2,2,2,2,1,18,10,2,5
33,1,2,10,1,2,2,2,2,2,2,2,2,1,30,10,2,3
33,1,1,10,1,2,2,2,2,2,2,2,2,1,40,12,4,4
42,5,1,11,1,2,2,2,2,2,2,2,2,1,40,9,4,1
43,7,1,10,1,2,2,2,2,2,2,2,2,1,40,9,4,1
43,1,1,11,1,2,1,2,2,2,2,2,2,4,40,3,6,1
39,7,1,3,1,2,2,2,2,2,2,2,2,1,20,5,4,5
33,1,2,9,1,2,2,2,2,2,2,2,2,4,20,3,6,3
36,1,1,9,1,2,2,2,2,2,2,2,2,4,40,3,4,2
40,1,1,10,1,2,2,2,2,2,2,2,2,1,80,8,6,4
40,1,2,9,1,2,2,2,2,2,2,2,2,1,40,8,4,2
39,7,2,12,1,2,2,2,2,2,2,2,2,4,40,4,4,3
33,7,1,12,1,2,2,2,2,2,2,2,2,5,40,4,4,3
37,7,1,11,1,2,2,2,2,2,2,2,2,5,40,3,4,4
